asset_number,schedule_date
SAID-0003685,12/6/2024
SAID-0003686,5/3/2024
SAID-0003702,11/1/2023
SAID-0003703,4/19/2023
SAID-0003706,6/21/2023
SAID-0003706,6/28/2023
SAID-0003706,6/28/2023
SAID-0003708,8/15/2024
SAID-0003708,8/26/2024
SAID-0003712,8/28/2023
SAID-0003712,9/16/2024
SAID-0003718,8/15/2024
SAID-0003718,11/19/2024
SAID-0003724,4/11/2024
SAID-0003724,4/19/2024
SAID-0003726,12/4/2023
SAID-0003728,10/26/2023
SAID-0003728,3/17/2025
SAID-0003730,7/3/2023
SAID-0003732,6/20/2024
SAID-0003735,7/15/2024
SAID-0003735,7/30/2024
SAID-0003736,6/20/2024
SAID-0003737,1/11/2024
SAID-0003737,5/24/2024
SAID-0003743,2/11/2025
SAID-0003746,12/14/2023
SAID-0003752,11/13/2024
SAID-0003752,8/14/2024
SAID-0003752,11/11/2024
SAID-0003753,6/12/2024
SAID-0003753,8/14/2024
SAID-0003753,11/13/2024
SAID-0003753,1/24/2025
SAID-0003753,3/19/2025
SAID-0003754,4/18/2023
SAID-0003755,8/28/2024
SAID-0003755,3/21/2025
SAID-0003763,4/6/2024
SAID-0003764,10/19/2023
SAID-0003765,10/10/2023
SAID-0003765,2/20/2024
SAID-0003765,3/6/2024
SAID-0003765,8/3/2024
SAID-0003766,7/12/2023
SAID-0003766,1/7/2025
SAID-0003766,3/7/2025
SAID-0003766,3/14/2025
SAID-0003770,6/5/2023
SAID-0003770,10/13/2023
SAID-0003770,11/29/2023
SAID-0003770,11/14/2023
SAID-0003770,12/4/2023
SAID-0003771,6/26/2023
SAID-0003771,10/10/2023
SAID-0003771,1/19/2024
SAID-0003772,6/2/2023
SAID-0003772,6/9/2023
SAID-0003772,7/31/2024
SAID-0003772,8/12/2024
SAID-0003772,11/5/2024
SAID-0003772,11/11/2024
SAID-0003772,1/31/2025
SAID-0003772,1/31/2025
SAID-0003772,2/7/2025
SAID-0003772,2/28/2025
SAID-0003772,3/19/2025
SAID-0003773,5/17/2023
SAID-0003773,6/5/2023
SAID-0003773,9/15/2023
SAID-0003773,12/12/2023
SAID-0003774,9/19/2024
SAID-0003775,9/27/2023
SAID-0003775,10/23/2023
SAID-0003775,8/12/2024
SAID-0003776,8/14/2024
SAID-0003776,8/23/2024
SAID-0003778,4/26/2024
SAID-0003778,4/30/2024
SAID-0003778,10/21/2024
SAID-0003778,10/30/2024
SAID-0003778,2/17/2025
SAID-0003778,3/4/2025
SAID-0003780,8/8/2024
SAID-0003781,9/9/2024
SAID-0003781,9/10/2024
SAID-0003781,9/18/2024
SAID-0003782,9/19/2024
SAID-0003782,11/20/2024
SAID-0003782,12/16/2024
SAID-0003782,1/30/2025
SAID-0003783,5/24/2023
SAID-0003783,8/15/2024
SAID-0003783,9/13/2024
SAID-0003783,9/19/2024
SAID-0003785,1/17/2024
SAID-0003785,7/24/2024
SAID-0003785,11/12/2024
SAID-0003786,5/12/2023
SAID-0003786,5/31/2023
SAID-0003787,1/4/2024
SAID-0003788,9/24/2024
SAID-0003788,12/31/2024
SAID-0003788,3/4/2025
SAID-0003793,9/23/2024
SAID-0003793,10/27/2023
SAID-0003793,12/22/2023
SAID-0003795,5/17/2024
SAID-0003797,7/12/2024
SAID-0003799,1/3/2024
SAID-0003800,8/17/2023
SAID-0003800,11/5/2024
SAID-0003800,1/29/2025
SAID-0003801,6/11/2024
SAID-0003802,4/20/2023
SAID-0003802,4/21/2023
SAID-0003802,12/7/2023
SAID-0003802,1/29/2024
SAID-0003808,1/4/2024
SAID-0003808,10/6/2023
SAID-0003809,10/6/2023
SAID-0003809,1/4/2024
SAID-0003809,1/28/2025
SAID-0003809,2/5/2025
SAID-0003810,5/8/2023
SAID-0003812,8/17/2023
SAID-0003813,6/6/2024
SAID-0003813,6/7/2024
SAID-0003813,10/14/2024
SAID-0003814,4/24/2023
SAID-0003815,12/21/2023
SAID-0003815,12/11/2024
SAID-0003815,12/18/2024
SAID-0003815,3/10/2025
SAID-0003816,6/7/2024
SAID-0003817,2/4/2025
SAID-0003818,8/3/2023
SAID-0003818,7/12/2024
SAID-0003818,9/18/2024
SAID-0003818,9/18/2024
SAID-0003818,9/24/2024
SAID-0003818,10/1/2024
SAID-0003818,10/2/2024
SAID-0003818,10/7/2024
SAID-0003821,7/6/2023
SAID-0003821,9/19/2023
SAID-0003821,1/16/2024
SAID-0003821,5/14/2024
SAID-0003821,5/16/2024
SAID-0003821,5/20/2024
SAID-0003821,8/22/2024
SAID-0003821,9/26/2024
SAID-0003821,10/1/2024
SAID-0003821,10/15/2024
SAID-0003821,10/30/2024
SAID-0003821,10/18/2024
SAID-0003821,12/30/2024
SAID-0003822,8/24/2023
SAID-0003822,10/11/2023
SAID-0003822,11/29/2023
SAID-0003822,10/11/2023
SAID-0003822,6/4/2024
SAID-0003822,6/4/2024
SAID-0003822,6/26/2024
SAID-0003822,7/23/2024
SAID-0003823,3/14/2024
SAID-0003823,3/20/2024
SAID-0003823,3/20/2024
SAID-0003823,6/26/2024
SAID-0003823,7/22/2024
SAID-0003824,11/1/2024
SAID-0003826,4/27/2023
SAID-0003826,5/25/2023
SAID-0003826,8/22/2023
SAID-0003826,3/1/2024
SAID-0003826,3/14/2024
SAID-0003826,9/25/2024
SAID-0003826,9/30/2024
SAID-0003826,2/11/2025
SAID-0003826,2/28/2025
SAID-0003829,3/15/2024
SAID-0003829,10/25/2024
SAID-0003829,10/28/2024
SAID-0003829,11/5/2024
SAID-0003830,5/8/2024
SAID-0003831,8/16/2024
SAID-0003831,8/26/2024
SAID-0003831,9/12/2024
SAID-0003831,9/19/2024
SAID-0003832,12/4/2023
SAID-0003832,2/5/2024
SAID-0003832,8/26/2024
SAID-0003832,9/1/2024
SAID-0003832,8/26/2024
SAID-0003832,9/1/2024
SAID-0003832,12/26/2024
SAID-0003832,1/6/2025
SAID-0003832,1/21/2025
SAID-0003832,1/24/2025
SAID-0003832,1/30/2025
SAID-0003832,2/11/2025
SAID-0003832,3/14/2025
SAID-0003834,1/22/2025
SAID-0003835,8/8/2023
SAID-0003835,7/20/2024
SAID-0003835,9/23/2024
SAID-0003835,3/14/2025
SAID-0003835,3/24/2025
SAID-0003837,1/28/2025
SAID-0003838,12/3/2024
SAID-0003838,12/9/2024
SAID-0003839,6/19/2023
SAID-0003839,10/20/2023
SAID-0003839,12/27/2023
SAID-0003839,1/9/2024
SAID-0003839,1/29/2024
SAID-0003840,4/29/2024
SAID-0003840,8/10/2024
SAID-0003841,9/16/2023
SAID-0003841,12/28/2023
SAID-0003841,1/31/2024
SAID-0003842,6/25/2024
SAID-0003842,7/9/2024
SAID-0003842,7/16/2024
SAID-0003842,7/30/2024
SAID-0003842,10/2/2024
SAID-0003842,10/7/2024
SAID-0003842,11/25/2024
SAID-0003842,11/27/2024
SAID-0003842,12/5/2024
SAID-0003842,12/3/2024
SAID-0003842,12/9/2024
SAID-0003842,12/20/2024
SAID-0003843,11/6/2023
SAID-0003843,11/9/2023
SAID-0003843,11/9/2023
SAID-0003843,12/7/2023
SAID-0003843,12/12/2023
SAID-0003843,1/8/2024
SAID-0003843,1/17/2024
SAID-0003844,7/18/2023
SAID-0003844,7/26/2023
SAID-0003844,8/16/2023
SAID-0003844,1/25/2024
SAID-0003844,7/9/2024
SAID-0003844,8/19/2024
SAID-0003844,11/27/2024
SAID-0003844,12/2/2024
SAID-0003844,3/12/2025
SAID-0003845,3/6/2024
SAID-0003845,3/13/2024
SAID-0003845,9/13/2024
SAID-0003845,9/25/2024
SAID-0003845,9/25/2024
SAID-0003845,1/17/2025
SAID-0003845,1/23/2025
SAID-0003845,2/11/2025
SAID-0003847,11/13/2023
SAID-0003847,6/25/2024
SAID-0003847,7/22/2024
SAID-0003847,11/25/2024
SAID-0003848,11/13/2023
SAID-0003848,11/25/2024
SAID-0003853,12/8/2023
SAID-0003853,12/11/2023
SAID-0003854,1/30/2024
SAID-0003855,8/31/2023
SAID-0003855,10/10/2023
SAID-0003856,12/15/2023
SAID-0003857,8/15/2023
SAID-0003857,8/29/2023
SAID-0003857,8/29/2023
SAID-0003857,6/24/2024
SAID-0003858,7/16/2024
SAID-0003858,9/18/2024
SAID-0003858,9/25/2024
SAID-0003860,3/6/2025
SAID-0003860,3/20/2025
SAID-0003860,12/13/2023
SAID-0003860,1/22/2024
SAID-0003860,2/1/2024
SAID-0003860,2/7/2024
SAID-0003860,2/13/2024
SAID-0003860,2/17/2024
SAID-0003860,2/19/2024
SAID-0003860,3/12/2024
SAID-0003860,2/13/2024
SAID-0003860,12/16/2024
SAID-0003860,12/26/2024
SAID-0003860,1/3/2025
SAID-0003861,8/16/2023
SAID-0003861,11/20/2023
SAID-0003861,12/8/2023
SAID-0003861,2/13/2024
SAID-0003861,2/17/2024
SAID-0003861,2/19/2024
SAID-0003861,3/12/2024
SAID-0003861,3/13/2024
SAID-0003861,5/23/2024
SAID-0003861,12/26/2024
SAID-0003861,1/3/2025
SAID-0003861,1/10/2025
SAID-0003861,1/20/2025
SAID-0003862,8/29/2023
SAID-0003866,4/27/2023
SAID-0003866,4/27/2023
SAID-0003866,7/17/2023
SAID-0003877,9/3/2024
SAID-0003877,2/5/2025
SAID-0003877,3/5/2025
SAID-0003879,9/11/2024
SAID-0003879,9/17/2024
SAID-0003880,9/9/2024
SAID-0003881,2/22/2024
SAID-0003884,6/27/2024
SAID-0003884,7/11/2024
SAID-0003884,7/2/2024
SAID-0003884,11/21/2024
SAID-0003885,6/27/2023
SAID-0003885,7/11/2023
SAID-0003885,1/10/2024
SAID-0003885,7/23/2024
SAID-0003887,1/29/2024
SAID-0003887,9/24/2024
SAID-0003887,9/27/2024
SAID-0003887,10/2/2024
SAID-0003887,10/5/2024
SAID-0003888,7/22/2024
SAID-0003888,7/25/2024
SAID-0003888,7/25/2024
SAID-0003892,9/13/2023
SAID-0003893,8/14/2024
SAID-0003893,9/10/2024
SAID-0003893,11/14/2024
SAID-0003893,11/19/2024
SAID-0003893,12/4/2024
SAID-0003893,12/12/2024
SAID-0003894,9/26/2023
SAID-0003895,6/22/2023
SAID-0003895,7/12/2023
SAID-0003895,9/12/2024
SAID-0003895,9/16/2024
SAID-0003898,5/10/2023
SAID-0003898,6/14/2024
SAID-0003898,7/9/2024
SAID-0003898,7/18/2024
SAID-0003899,6/21/2023
SAID-0003899,8/12/2023
SAID-0003899,9/15/2023
SAID-0003899,10/4/2023
SAID-0003899,6/12/2024
SAID-0003900,10/26/2023
SAID-0003900,12/14/2023
SAID-0003900,12/28/2023
SAID-0003902,8/18/2023
SAID-0003902,6/18/2024
SAID-0003903,12/9/2024
SAID-0003904,8/2/2024
SAID-0003904,8/19/2024
SAID-0003905,5/12/2023
SAID-0003905,7/13/2023
SAID-0003905,10/24/2023
SAID-0003905,10/31/2023
SAID-0003905,3/11/2024
SAID-0003905,5/9/2024
SAID-0003905,7/3/2024
SAID-0003905,7/6/2024
SAID-0003905,7/29/2024
SAID-0003905,8/2/2024
SAID-0003907,9/12/2023
SAID-0003907,10/25/2024
SAID-0003907,11/4/2024
SAID-0003907,11/6/2024
SAID-0003908,10/22/2024
SAID-0003909,4/5/2024
SAID-0003914,12/4/2024
SAID-0003915,3/22/2024
SAID-0003920,4/15/2024
SAID-0003920,7/23/2024
SAID-0003920,8/5/2024
SAID-0003921,2/13/2025
SAID-0003923,6/27/2023
SAID-0003923,7/12/2023
SAID-0003923,1/3/2025
SAID-0003924,10/2/2023
SAID-0003924,8/27/2024
SAID-0003926,8/2/2023
SAID-0003926,11/1/2023
SAID-0003927,9/26/2023
SAID-0003927,10/20/2023
SAID-0003928,12/5/2023
SAID-0003929,7/16/2024
SAID-0003931,8/25/2023
SAID-0003935,6/30/2023
SAID-0003935,7/19/2023
SAID-0003935,8/7/2023
SAID-0003935,6/8/2023
SAID-0003935,6/14/2023
SAID-0003935,8/18/2023
SAID-0003935,9/7/2023
SAID-0003935,6/25/2024
SAID-0003935,7/18/2024
SAID-0003936,6/13/2023
SAID-0003936,6/29/2023
SAID-0003936,12/6/2023
SAID-0003936,2/14/2024
SAID-0003936,2/19/2024
SAID-0003936,3/5/2024
SAID-0003936,7/2/2024
SAID-0003936,12/10/2024
SAID-0003937,4/26/2023
SAID-0003937,8/3/2023
SAID-0003937,8/30/2023
SAID-0003937,11/14/2023
SAID-0003937,9/25/2024
SAID-0003937,9/30/2024
SAID-0003937,10/16/2024
SAID-0003938,2/9/2024
SAID-0003938,6/25/2024
SAID-0003940,11/20/2024
SAID-0003941,8/8/2024
SAID-0003941,10/8/2024
SAID-0003941,10/29/2024
SAID-0003942,2/8/2024
SAID-0003943,6/27/2023
SAID-0003946,10/4/2023
SAID-0003947,7/29/2023
SAID-0003957,8/14/2023
SAID-0003959,9/20/2024
SAID-0003960,10/30/2024
SAID-0003960,6/13/2024
SAID-0003962,9/19/2023
SAID-0003963,9/6/2023
SAID-0003964,10/16/2024
SAID-0003964,11/4/2024
SAID-0003967,4/27/2023
SAID-0003967,3/4/2025
SAID-0003969,11/21/2023
SAID-0003970,10/3/2023
SAID-0003970,11/24/2023
SAID-0003971,11/13/2024
SAID-0003972,5/8/2023
SAID-0003976,6/18/2024
SAID-0003976,11/7/2024
SAID-0003976,11/18/2024
SAID-0003976,12/9/2024
SAID-0003979,5/24/2023
SAID-0003982,7/3/2023
SAID-0003983,2/1/2024
SAID-0003988,1/14/2025
SAID-0003988,1/20/2025
SAID-0003990,6/19/2023
SAID-0003991,10/12/2023
SAID-0003991,4/5/2024
SAID-0003991,4/26/2024
SAID-0003991,5/8/2024
SAID-0003991,11/15/2023
SAID-0003991,9/26/2024
SAID-0003991,10/23/2024
SAID-0003991,12/20/2024
SAID-0003995,6/27/2023
SAID-0003995,8/24/2023
SAID-0003995,12/6/2024
SAID-0003997,1/3/2025
SAID-0003997,1/13/2025
SAID-0004003,8/8/2023
SAID-0004004,8/3/2023
SAID-0004004,10/31/2024
SAID-0004005,8/29/2023
SAID-0004005,12/5/2023
SAID-0004005,12/5/2023
SAID-0004005,3/13/2024
SAID-0004007,1/4/2024
SAID-0004007,1/25/2024
SAID-0004008,11/6/2024
SAID-0004008,6/7/2024
SAID-0004008,1/6/2025
SAID-0004008,1/16/2025
SAID-0004009,1/31/2025
SAID-0004012,2/27/2024
SAID-0004012,2/2/2024
SAID-0004012,1/16/2025
SAID-0004013,8/31/2024
SAID-0004015,10/4/2024
SAID-0004015,10/9/2024
SAID-0004015,10/9/2024
SAID-0004018,6/18/2024
SAID-0004018,10/22/2024
SAID-0004018,10/22/2024
SAID-0004022,6/4/2024
SAID-0004023,9/19/2023
SAID-0004023,12/13/2024
SAID-0004024,3/4/2024
SAID-0004024,4/3/2024
SAID-0004025,8/11/2024
SAID-0004025,9/3/2024
SAID-0004025,1/17/2025
SAID-0004027,9/18/2023
SAID-0004027,12/9/2024
SAID-0004028,10/4/2023
SAID-0004028,3/8/2024
SAID-0004028,3/14/2024
SAID-0004028,3/22/2024
SAID-0004028,3/27/2024
SAID-0004028,6/3/2024
SAID-0004028,8/9/2024
SAID-0004028,11/12/2024
SAID-0004028,12/11/2024
SAID-0004029,3/27/2024
SAID-0004031,7/14/2023
SAID-0004032,12/11/2024
SAID-0004033,4/4/2024
SAID-0004035,3/18/2025
SAID-0004035,2/13/2024
SAID-0004036,4/20/2023
SAID-0004036,8/12/2023
SAID-0004036,1/30/2024
SAID-0004036,3/26/2024
SAID-0004036,8/30/2024
SAID-0004036,11/5/2024
SAID-0004036,11/13/2024
SAID-0004036,11/15/2024
SAID-0004036,2/10/2025
SAID-0004036,3/18/2025
SAID-0004038,5/30/2023
SAID-0004039,3/7/2024
SAID-0004039,3/13/2024
SAID-0004044,8/29/2023
SAID-0004044,6/21/2024
SAID-0004045,7/10/2024
SAID-0004045,7/17/2024
SAID-0004045,8/8/2024
SAID-0004046,10/27/2023
SAID-0004046,6/21/2024
SAID-0004046,7/8/2024
SAID-0004046,7/17/2024
SAID-0004046,8/6/2024
SAID-0004047,9/12/2023
SAID-0004047,6/20/2024
SAID-0004047,2/26/2025
SAID-0004048,7/10/2023
SAID-0004053,5/23/2024
SAID-0004053,8/19/2024
SAID-0004054,8/3/2023
SAID-0004056,10/26/2023
SAID-0004057,1/14/2025
SAID-0004057,1/23/2025
SAID-0004058,6/2/2023
SAID-0004058,7/27/2023
SAID-0004058,7/20/2023
SAID-0004058,7/27/2023
SAID-0004060,3/28/2024
SAID-0004060,3/28/2024
SAID-0004060,4/30/2024
SAID-0004060,4/6/2024
SAID-0004062,11/28/2023
SAID-0004063,2/12/2024
SAID-0004063,6/6/2024
SAID-0004063,7/19/2024
SAID-0004065,2/6/2024
SAID-0004065,2/16/2024
SAID-0004065,2/16/2024
SAID-0004066,12/21/2023
SAID-0004066,7/31/2024
SAID-0004066,9/16/2024
SAID-0004066,9/19/2024
SAID-0004066,9/19/2024
SAID-0004066,9/25/2024
SAID-0004066,2/11/2025
SAID-0004067,2/4/2025
SAID-0004073,1/3/2024
SAID-0004073,7/16/2024
SAID-0004073,8/5/2024
SAID-0004073,8/21/2024
SAID-0004073,9/9/2024
SAID-0004077,8/29/2023
SAID-0004078,8/8/2023
SAID-0004078,9/30/2023
SAID-0004078,10/4/2023
SAID-0004078,11/27/2023
SAID-0004078,6/19/2024
SAID-0004078,8/8/2024
SAID-0004080,5/3/2023
SAID-0004080,11/6/2023
SAID-0004080,11/13/2023
SAID-0004080,6/10/2024
SAID-0004083,1/16/2024
SAID-0004083,7/10/2024
SAID-0004084,1/24/2024
SAID-0004084,7/5/2024
SAID-0004088,7/17/2023
SAID-0004088,8/8/2023
SAID-0004092,9/1/2023
SAID-0004092,9/8/2023
SAID-0004093,9/21/2023
SAID-0004093,11/14/2023
SAID-0004093,12/12/2023
SAID-0004093,3/12/2025
SAID-0004101,6/19/2024
SAID-0004101,1/22/2025
SAID-0004101,2/5/2025
SAID-0004119,8/2/2023
SAID-0004120,8/1/2023
SAID-0004120,6/11/2024
SAID-0004120,6/12/2024
SAID-0004121,5/17/2023
SAID-0004121,7/11/2023
SAID-0004121,8/23/2023
SAID-0004121,3/25/2024
SAID-0004121,12/16/2024
SAID-0004124,6/11/2024
SAID-0004124,6/17/2024
SAID-0004125,8/24/2023
SAID-0004125,12/21/2023
SAID-0004127,11/15/2024
SAID-0004127,8/13/2024
SAID-0004127,8/26/2024
SAID-0004128,1/18/2024
SAID-0004130,8/22/2023
SAID-0004130,9/1/2023
SAID-0004130,10/19/2023
SAID-0004130,9/18/2024
SAID-0004130,9/24/2024
SAID-0004130,9/23/2024
SAID-0004133,7/21/2023
SAID-0004133,8/1/2024
SAID-0004136,7/11/2024
SAID-0004141,9/12/2023
SAID-0004141,6/10/2024
SAID-0004141,7/10/2024
SAID-0004141,7/30/2024
SAID-0004142,7/26/2023
SAID-0004142,10/13/2023
SAID-0004142,9/11/2024
SAID-0004142,10/3/2024
SAID-0004142,11/1/2024
SAID-0004144,4/24/2023
SAID-0004145,8/1/2023
SAID-0004147,6/18/2024
SAID-0004147,6/26/2024
SAID-0004149,12/10/2024
SAID-0004151,6/8/2023
SAID-0004151,10/31/2023
SAID-0004152,6/30/2023
SAID-0004152,10/12/2023
SAID-0004153,12/19/2024
SAID-0004153,12/27/2024
SAID-0004154,9/26/2023
SAID-0004154,11/1/2023
SAID-0004154,12/7/2023
SAID-0004154,12/16/2023
SAID-0004155,11/5/2024
SAID-0004156,5/31/2024
SAID-0004156,6/7/2024
SAID-0004156,10/17/2024
SAID-0004156,10/31/2024
SAID-0004158,2/19/2024
SAID-0004158,12/3/2024
SAID-0004158,12/12/2024
SAID-0004158,1/23/2025
SAID-0004161,2/28/2024
SAID-0004162,5/30/2023
SAID-0004163,3/20/2024
SAID-0004164,6/4/2024
SAID-0004165,3/28/2024
SAID-0004166,11/8/2024
SAID-0004166,11/13/2024
SAID-0004167,3/14/2024
SAID-0004167,4/2/2024
SAID-0004167,4/4/2024
SAID-0004167,1/15/2025
SAID-0004167,3/7/2025
SAID-0004167,3/14/2025
SAID-0004167,3/24/2025
SAID-0004169,4/21/2023
SAID-0004169,2/5/2025
SAID-0004169,2/19/2025
SAID-0004170,10/10/2023
SAID-0004171,12/28/2023
SAID-0004177,7/12/2023
SAID-0004178,8/2/2024
SAID-0004178,10/7/2024
SAID-0004178,12/6/2024
SAID-0004179,9/1/2023
SAID-0004179,11/6/2024
SAID-0004179,11/8/2024
SAID-0004180,5/23/2023
SAID-0004180,5/24/2023
SAID-0004180,7/25/2023
SAID-0004182,4/27/2023
SAID-0004183,8/21/2023
SAID-0004183,8/8/2024
SAID-0004183,10/10/2024
SAID-0004184,6/24/2023
SAID-0004184,3/6/2024
SAID-0004184,9/15/2023
SAID-0004185,8/15/2024
SAID-0004185,9/4/2024
SAID-0004185,9/12/2024
SAID-0004185,10/28/2024
SAID-0004185,2/11/2025
SAID-0004186,5/12/2023
SAID-0004186,1/2/2024
SAID-0004188,6/27/2024
SAID-0004190,5/19/2023
SAID-0004190,6/27/2024
SAID-0004190,7/25/2024
SAID-0004190,9/19/2024
SAID-0004193,6/1/2023
SAID-0004193,6/27/2024
SAID-0004193,7/25/2024
SAID-0004193,9/19/2024
SAID-0004193,12/18/2024
SAID-0004195,8/2/2024
SAID-0004195,8/20/2024
SAID-0004195,8/26/2024
SAID-0004196,4/24/2023
SAID-0004197,8/2/2023
SAID-0004198,7/10/2024
SAID-0004198,7/18/2024
SAID-0004198,6/7/2023
SAID-0004198,8/2/2023
SAID-0004198,9/10/2024
SAID-0004198,11/4/2024
SAID-0004201,2/17/2025
SAID-0004201,2/24/2025
SAID-0004202,7/16/2024
SAID-0004202,7/26/2024
SAID-0004203,8/9/2024
SAID-0004204,2/8/2024
SAID-0004204,3/14/2024
SAID-0004204,3/27/2024
SAID-0004205,2/14/2024
SAID-0004206,7/27/2023
SAID-0004206,8/9/2023
SAID-0004206,8/16/2023
SAID-0004207,6/26/2023
SAID-0004207,8/8/2023
SAID-0004208,9/26/2023
SAID-0004208,10/9/2023
SAID-0004208,2/13/2024
SAID-0004208,5/7/2024
SAID-0004209,9/19/2024
SAID-0004209,10/3/2024
SAID-0004210,5/9/2023
SAID-0004210,9/28/2023
SAID-0004210,8/31/2023
SAID-0004210,5/30/2024
SAID-0004211,9/19/2024
SAID-0004211,10/3/2024
SAID-0004212,5/1/2023
SAID-0004212,8/30/2023
SAID-0004212,7/15/2024
SAID-0004212,8/3/2024
SAID-0004215,6/14/2023
SAID-0004215,6/21/2023
SAID-0004216,9/25/2023
SAID-0004218,8/2/2024
SAID-0004218,8/23/2024
SAID-0004219,11/19/2024
SAID-0004220,6/7/2023
SAID-0004220,4/10/2024
SAID-0004221,11/2/2023
SAID-0004225,6/26/2024
SAID-0004226,5/15/2023
SAID-0004226,6/20/2023
SAID-0004226,9/29/2023
SAID-0004226,2/1/2024
SAID-0004226,3/6/2024
SAID-0004226,9/20/2024
SAID-0004226,12/11/2024
SAID-0004227,5/14/2024
SAID-0004227,8/14/2024
SAID-0004229,8/29/2024
SAID-0004229,9/13/2024
SAID-0004229,9/20/2024
SAID-0004229,10/14/2024
SAID-0004229,11/21/2024
SAID-0004230,7/19/2023
SAID-0004230,8/8/2023
SAID-0004230,8/15/2023
SAID-0004231,9/5/2023
SAID-0004232,4/12/2024
SAID-0004233,5/30/2023
SAID-0004233,6/16/2023
SAID-0004234,9/20/2023
SAID-0004234,6/14/2024
SAID-0004235,2/7/2024
SAID-0004235,1/22/2025
SAID-0004235,1/29/2025
SAID-0004236,11/14/2023
SAID-0004236,1/31/2024
SAID-0004236,8/2/2024
SAID-0004237,11/24/2023
SAID-0004238,8/1/2023
SAID-0004240,12/29/2023
SAID-0004240,10/14/2024
SAID-0004241,2/1/2024
SAID-0004241,2/1/2024
SAID-0004241,10/11/2024
SAID-0004241,3/12/2025
SAID-0004242,6/26/2024
SAID-0004243,5/10/2023
SAID-0004244,1/20/2025
SAID-0004244,1/24/2025
SAID-0004245,5/5/2023
SAID-0004245,5/29/2024
SAID-0004245,1/7/2025
SAID-0004247,7/23/2024
SAID-0004247,12/17/2024
SAID-0004248,2/8/2024
SAID-0004248,3/14/2024
SAID-0004248,3/27/2024
SAID-0004249,7/1/2024
SAID-0004249,1/14/2025
SAID-0004250,7/17/2023
SAID-0004250,10/13/2023
SAID-0004250,1/17/2025
SAID-0004250,1/22/2025
SAID-0004250,1/22/2025
SAID-0004250,1/31/2025
SAID-0004250,2/13/2025
SAID-0004251,3/6/2024
SAID-0004251,3/11/2024
SAID-0004251,9/26/2024
SAID-0004251,10/2/2024
SAID-0004252,8/4/2023
SAID-0004252,8/28/2023
SAID-0004253,5/31/2024
SAID-0004253,7/12/2024
SAID-0004254,9/24/2024
SAID-0004254,10/16/2024
SAID-0004254,10/31/2024
SAID-0004254,10/16/2024
SAID-0004255,5/19/2023
SAID-0004255,8/22/2023
SAID-0004256,8/4/2023
SAID-0004256,12/21/2023
SAID-0004256,5/31/2024
SAID-0004256,12/11/2024
SAID-0004256,12/18/2024
SAID-0004256,1/3/2025
SAID-0004256,3/10/2025
SAID-0004257,12/28/2023
SAID-0004258,3/3/2025
SAID-0004259,8/4/2023
SAID-0004259,8/30/2023
SAID-0004259,5/31/2024
SAID-0004260,1/10/2024
SAID-0004260,1/10/2024
SAID-0004260,2/7/2024
SAID-0004261,5/13/2024
SAID-0004261,5/21/2024
SAID-0004261,6/6/2024
SAID-0004261,1/7/2025
SAID-0004264,12/5/2024
SAID-0004268,2/23/2024
SAID-0004269,9/19/2023
SAID-0004269,9/19/2023
SAID-0004269,10/3/2023
SAID-0004269,8/22/2024
SAID-0004270,6/9/2023
SAID-0004270,9/6/2023
SAID-0004271,8/16/2023
SAID-0004272,5/19/2023
SAID-0004272,8/11/2023
SAID-0004272,10/11/2024
SAID-0004274,11/11/2024
SAID-0004274,2/13/2025
SAID-0004275,7/30/2024
SAID-0004275,2/26/2025
SAID-0004276,6/20/2024
SAID-0004276,10/18/2024
SAID-0004277,3/14/2025
SAID-0004280,9/19/2024
SAID-0004281,9/18/2024
SAID-0004281,10/3/2024
SAID-0004282,6/19/2024
SAID-0004285,8/22/2023
SAID-0004285,11/21/2023
SAID-0004287,8/31/2024
SAID-0004287,9/12/2024
SAID-0004287,3/20/2025
SAID-0004288,2/26/2025
SAID-0004289,7/10/2023
SAID-0004289,9/4/2024
SAID-0004290,8/16/2023
SAID-0004290,12/29/2023
SAID-0004290,7/30/2024
SAID-0004290,11/18/2024
SAID-0004291,12/13/2023
SAID-0004291,8/22/2024
SAID-0004292,4/2/2024
SAID-0004292,11/26/2024
SAID-0004293,11/16/2023
SAID-0004296,7/25/2023
SAID-0004298,8/4/2023
SAID-0004298,9/21/2023
SAID-0004299,5/31/2023
SAID-0004299,6/13/2023
SAID-0004299,6/29/2023
SAID-0004299,2/14/2024
SAID-0004299,2/19/2024
SAID-0004300,8/4/2023
SAID-0004300,9/21/2023
SAID-0004301,7/10/2023
SAID-0004301,8/10/2023
SAID-0004301,11/10/2023
SAID-0004301,1/14/2025
SAID-0004302,3/14/2024
SAID-0004302,3/6/2025
SAID-0004303,9/5/2024
SAID-0004303,9/20/2024
SAID-0004304,4/24/2023
SAID-0004304,12/13/2023
SAID-0004304,8/14/2024
SAID-0004304,9/6/2024
SAID-0004304,9/19/2024
SAID-0004305,11/3/2023
SAID-0004307,12/21/2023
SAID-0004308,12/13/2023
SAID-0004308,4/10/2024
SAID-0004308,4/10/2024
SAID-0004308,6/19/2024
SAID-0004308,10/28/2024
SAID-0004309,6/29/2023
SAID-0004309,3/5/2024
SAID-0004309,1/6/2025
SAID-0004310,9/1/2023
SAID-0004310,1/22/2024
SAID-0004315,5/3/2023
SAID-0004315,9/21/2023
